comparison_id,dataset_id,role_id,alternative_condition,subject_id,matched_events,alternative_BACC,reference_BACC,paired_difference_BACC
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C2-MULTI-HARD-VOTE,30,100,0.47,0.45,0.019999999999999962
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C2-MULTI-HARD-VOTE,36,100,0.53,0.53,0.0
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C2-MULTI-HARD-VOTE,6,100,0.51,0.48,0.030000000000000027
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C3-MULTI-PROB-AVG,15,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C3-MULTI-PROB-AVG,19,100,0.51,0.52,-0.010000000000000009
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C3-MULTI-PROB-AVG,3,100,0.52,0.53,-0.010000000000000009
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C3-MULTI-PROB-AVG,30,100,0.44,0.45,-0.010000000000000009
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C3-MULTI-PROB-AVG,36,100,0.54,0.53,0.010000000000000009
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C3-MULTI-PROB-AVG,6,100,0.49,0.48,0.010000000000000009
P02-A4-Lee2019_MI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,NEURAL,A4-C1-LONG-3P5S,15,100,0.5,0.51,-0.010000000000000009
P02-A4-Lee2019_MI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,NEURAL,A4-C1-LONG-3P5S,19,100,0.51,0.54,-0.030000000000000027
P02-A4-Lee2019_MI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,NEURAL,A4-C1-LONG-3P5S,3,100,0.53,0.47,0.06000000000000005
P02-A4-Lee2019_MI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,NEURAL,A4-C1-LONG-3P5S,30,100,0.55,0.53,0.020000000000000018
P02-A4-Lee2019_MI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,NEURAL,A4-C1-LONG-3P5S,36,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,NEURAL,A4-C1-LONG-3P5S,6,100,0.46,0.5700000000000001,-0.11000000000000004
P02-A4-Lee2019_MI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,NEURAL,A4-C2-MULTI-HARD-VOTE,15,100,0.46,0.51,-0.04999999999999999
P02-A4-Lee2019_MI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,NEURAL,A4-C2-MULTI-HARD-VOTE,19,100,0.5700000000000001,0.54,0.030000000000000027
P02-A4-Lee2019_MI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,NEURAL,A4-C2-MULTI-HARD-VOTE,3,100,0.52,0.47,0.050000000000000044
P02-A4-Lee2019_MI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,NEURAL,A4-C2-MULTI-HARD-VOTE,30,100,0.52,0.53,-0.010000000000000009
P02-A4-Lee2019_MI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,NEURAL,A4-C2-MULTI-HARD-VOTE,36,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,NEURAL,A4-C2-MULTI-HARD-VOTE,6,100,0.53,0.5700000000000001,-0.040000000000000036
P02-A4-Lee2019_MI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,NEURAL,A4-C3-MULTI-PROB-AVG,15,100,0.5,0.51,-0.010000000000000009
P02-A4-Lee2019_MI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,NEURAL,A4-C3-MULTI-PROB-AVG,19,100,0.55,0.54,0.010000000000000009
P02-A4-Lee2019_MI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,NEURAL,A4-C3-MULTI-PROB-AVG,3,100,0.53,0.47,0.06000000000000005
P02-A4-Lee2019_MI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,NEURAL,A4-C3-MULTI-PROB-AVG,30,100,0.59,0.53,0.05999999999999994
P02-A4-Lee2019_MI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,NEURAL,A4-C3-MULTI-PROB-AVG,36,100,0.49,0.5,-0.010000000000000009
P02-A4-Lee2019_MI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,NEURAL,A4-C3-MULTI-PROB-AVG,6,100,0.51,0.5700000000000001,-0.06000000000000005
P02-A4-Lee2019_MI-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,SSL,A4-C2-MULTI-HARD-VOTE,15,100,0.52,0.5,0.020000000000000018
P02-A4-Lee2019_MI-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,SSL,A4-C2-MULTI-HARD-VOTE,19,100,0.55,0.54,0.010000000000000009
P02-A4-Lee2019_MI-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,SSL,A4-C2-MULTI-HARD-VOTE,3,100,0.48,0.54,-0.06000000000000005
P02-A4-Lee2019_MI-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,SSL,A4-C2-MULTI-HARD-VOTE,30,100,0.48,0.5,-0.020000000000000018
P02-A4-Lee2019_MI-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,SSL,A4-C2-MULTI-HARD-VOTE,36,100,0.44,0.48,-0.03999999999999998
P02-A4-Lee2019_MI-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,SSL,A4-C2-MULTI-HARD-VOTE,6,100,0.61,0.48,0.13
P02-A4-Lee2019_MI-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,SSL,A4-C3-MULTI-PROB-AVG,15,100,0.54,0.5,0.040000000000000036
P02-A4-Lee2019_MI-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,SSL,A4-C3-MULTI-PROB-AVG,19,100,0.55,0.54,0.010000000000000009
P02-A4-Lee2019_MI-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,SSL,A4-C3-MULTI-PROB-AVG,3,100,0.54,0.54,0.0
P02-A4-Lee2019_MI-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,SSL,A4-C3-MULTI-PROB-AVG,30,100,0.47,0.5,-0.030000000000000027
P02-A4-Lee2019_MI-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,SSL,A4-C3-MULTI-PROB-AVG,36,100,0.53,0.48,0.050000000000000044
P02-A4-Lee2019_MI-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,SSL,A4-C3-MULTI-PROB-AVG,6,100,0.61,0.48,0.13
P02-A4-Lee2019_MI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C1-LONG-3P5S,15,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C1-LONG-3P5S,19,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C1-LONG-3P5S,3,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C1-LONG-3P5S,30,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C1-LONG-3P5S,36,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C1-LONG-3P5S,6,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C2-MULTI-HARD-VOTE,15,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C2-MULTI-HARD-VOTE,19,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C2-MULTI-HARD-VOTE,3,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C2-MULTI-HARD-VOTE,30,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C2-MULTI-HARD-VOTE,36,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C2-MULTI-HARD-VOTE,6,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C3-MULTI-PROB-AVG,15,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C3-MULTI-PROB-AVG,19,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C3-MULTI-PROB-AVG,3,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C3-MULTI-PROB-AVG,30,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C3-MULTI-PROB-AVG,36,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C3-MULTI-PROB-AVG,6,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C1-LONG-3P5S,15,100,0.44,0.45,-0.010000000000000009
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C1-LONG-3P5S,19,100,0.5,0.51,-0.010000000000000009
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C1-LONG-3P5S,3,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C1-LONG-3P5S,30,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C1-LONG-3P5S,36,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C1-LONG-3P5S,6,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C2-MULTI-HARD-VOTE,15,100,0.44,0.45,-0.010000000000000009
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C2-MULTI-HARD-VOTE,19,100,0.5,0.51,-0.010000000000000009
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C2-MULTI-HARD-VOTE,3,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C2-MULTI-HARD-VOTE,30,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C2-MULTI-HARD-VOTE,36,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C2-MULTI-HARD-VOTE,6,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C3-MULTI-PROB-AVG,15,100,0.43999999999999995,0.45,-0.010000000000000064
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C3-MULTI-PROB-AVG,19,100,0.5,0.51,-0.010000000000000009
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C3-MULTI-PROB-AVG,3,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C3-MULTI-PROB-AVG,30,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C3-MULTI-PROB-AVG,36,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C3-MULTI-PROB-AVG,6,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C1-LONG-3P5S,15,100,0.41000000000000003,0.5,-0.08999999999999997
P02-A4-Lee2019_MI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C1-LONG-3P5S,19,100,0.51,0.5,0.010000000000000009
P02-A4-Lee2019_MI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C1-LONG-3P5S,3,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C1-LONG-3P5S,30,100,0.53,0.48,0.050000000000000044
P02-A4-Lee2019_MI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C1-LONG-3P5S,36,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C1-LONG-3P5S,6,100,0.49,0.5,-0.010000000000000009
P02-A4-Lee2019_MI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C2-MULTI-HARD-VOTE,15,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C2-MULTI-HARD-VOTE,19,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C2-MULTI-HARD-VOTE,3,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C2-MULTI-HARD-VOTE,30,100,0.5599999999999999,0.48,0.07999999999999996
P02-A4-Lee2019_MI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C2-MULTI-HARD-VOTE,36,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C2-MULTI-HARD-VOTE,6,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C3-MULTI-PROB-AVG,15,100,0.51,0.5,0.010000000000000009
P02-A4-Lee2019_MI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C3-MULTI-PROB-AVG,19,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C3-MULTI-PROB-AVG,3,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C3-MULTI-PROB-AVG,30,100,0.52,0.48,0.040000000000000036
P02-A4-Lee2019_MI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C3-MULTI-PROB-AVG,36,100,0.5,0.5,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,A4-C3-MULTI-PROB-AVG,6,100,0.49,0.5,-0.010000000000000009
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,A4-C1-LONG-3P5S,15,100,0.45,0.45999999999999996,-0.009999999999999953
